legacy_source,legacy_target,legacy_edge_type,legacy_source_type,legacy_target_type,action,new_source,new_target,new_predicate,reason
scent_concept:杜松子,product:SOLIDPERFUME7::奥费恩香膏补充装,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:柏树,product:EDPTAMDAOP75C::谭道淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:柏树,product:EDTTAMDAO::谭道淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:柚子,product:EDTOYEDO::东京淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:柠檬,product:EDPROSEROC100::沙漠玫瑰淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:柠檬,product:EDTHESP100V1::海丝佩拉蒂淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:柠檬桉,product:BODYSUM26MILK200::柠檬草与天竺葵香调晒后身体凝乳（限量版）,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:柠檬桉,product:BODYSUM26SGEL200::柠檬草与天竺葵香调洁肤露（限量版）,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:柠檬草,product:BODYSUM26MILK200::柠檬草与天竺葵香调晒后身体凝乳（限量版）,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:柠檬草,product:BODYSUM26SGEL200::柠檬草与天竺葵香调洁肤露（限量版）,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:BODYLOTIONS1::杜桑香氛润肤乳,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:BODYLOTIONS3::橙花室内喷雾,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:BODYOIL::杜桑柔肤沐浴油,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:BODYSUM26MILK200::柠檬草与天竺葵香调晒后身体凝乳（限量版）,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:BODYSUM26SGEL200::柠檬草与天竺葵香调洁肤露（限量版）,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:CANDLECY1::香氛蜡烛墨西哥橙花,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:CANDLEPCA004::曼妙庄园,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:CANDLEPCA004::曼妙庄园香氛蜡烛补充装,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:CAPSULES8::橙花车载扩香器香氛套装,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:CAPSULES::橙花电子扩香器香氛补充包,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:EDPDOSONP75C::杜桑淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:EDTDOSON::杜桑淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:EDTNERO100V1::橙花香调淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:EDTSENS::感官之水淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:HAIRMIST2::感官之水发香喷雾,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:HAIRMIST4::杜桑发香喷雾,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:HANDCRE2::杜桑护手霜,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:HOMEHGFOCARB2E::橙花扩香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:HOMEHGFOCARB2H::感官之水香氛皂,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:HOMEHGFOCARB2M::橙花扩香精补充瓶,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:HOMEHGFOCARB2P::杜桑香氛皂,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:HOMELDDRGDISHSOAP1::橙花餐具清洁液,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:HOMELDDRGDISHSOAP2::橙花餐具清洁液补充装,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:HOMERSP5::杜桑固体香膏,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:SOLIDPERFUME4::橙花室内扩香摆件补充装,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:橙花,product:SOLIDPERFUME6::杜桑香膏补充装,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:檀香,product:EDP34BEDP75::圣日尔曼大道34号淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:檀香,product:EDPBOISCOR100::暖木之息淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:檀香,product:EDPTAMDAOP75C::谭道淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:檀香,product:EDTTAMDAO::谭道淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:水仙,product:EDTOLENE::奥利恩淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:永生花,product:EDPNABATIP75C::天堂花园之水淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:永生花,product:EDTHESP100V1::海丝佩拉蒂淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:没药,product:EDTTROIS100V1::三重水淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:洋甘菊,product:EDPROSEP75C::玫瑰香调淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:洋蓟,product:EDPROSEP75C::玫瑰香调淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:海洋矿物,product:EDPCORAIL100::暗影珊瑚淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:焚香,product:EDPDUELLEP75C::杜耶尔淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:焚香,product:EDTTROIS100V1::三重水淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:焦土,product:CANDLEPCA002::流金大地香氛蜡烛补充装,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玉兰,product:EDTFLEUR::肌肤之花淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:BODYGEL5::玫瑰香氛洁肤露,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:BODYLOTIONS::玫瑰香调润肤乳,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:BODYOMBBGEL::影中之水香氛洁肤露,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:BODYOMBBLOTION::影中之水香氛润肤乳,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:CANDLERO1500::超大号香氛蜡烛玫瑰,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:CANDLERO300::中号香氛蜡烛玫瑰,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:CANDLEROSE600::大号香氛蜡烛玫瑰,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:CANDLEROSE::迷你香氛蜡烛玫瑰,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:CANDLEROSE::香氛蜡烛玫瑰,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:CAPSULES4::玫瑰扩香器香氛补充包,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:EDPCAPITAP75C::巴黎之水淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:EDPCORAIL100::暗影珊瑚淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:EDPMINTP75C::曼特淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:EDPOMBREP75C::影中之水淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:EDPROSEP75C::玫瑰香调淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:EDPROSEROC100::沙漠玫瑰淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:EDPVETYP75C::维堤里欧淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:EDT34B::圣日尔曼大道34号淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:EDTOMBRE::影中之水淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:EDTROSE::玫瑰香调淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:EDTVETY::维堤里欧淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:HAIRMIST1::巴黎之水发香喷雾,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:HAIRMIST3::玫瑰香调发香喷雾,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:HANDCRE1::玫瑰香调护手霜,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:HANDCRE3::巴黎之水护手霜,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:HOMECARDIF4::玫瑰车载扩香器香氛套装,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:HOMECARDIF6::玫瑰室内喷雾,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:HOMEHGFOCARB2C::玫瑰扩香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:HOMEHGFOCARB2L::玫瑰扩香精补充瓶,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:HOMEREEDDIFRO::玫瑰室内扩香摆件补充装,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:HOMEREEDREFILL200H::玫瑰香调香氛皂,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:HOMERSP4::玫瑰香调固体香膏,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:HOMESCO4::玫瑰室内香氛蜡,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰,product:SOLIDPERFUME5::玫瑰香调香膏补充装,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰天竺葵,product:CANDLEGR1::香氛蜡烛玫瑰天竺葵,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:玫瑰浆果,product:EDPCAPITAP75C::巴黎之水淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:琥珀,product:CANDLEAB::迷你香氛蜡烛琥珀,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:琥珀,product:CANDLEAB::香氛蜡烛琥珀,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:琥珀,product:CANDLEABA2::中号香氛蜡烛琥珀,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:琥珀,product:CANDLEAMB1500::超大号香氛蜡烛琥珀,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:琥珀,product:CANDLETAPCDLB1B::琥珀烛台香氛蜡烛,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:琥珀,product:CAPSULES::琥珀电子扩香器香氛补充包,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:琥珀,product:EDT34B::圣日尔曼大道34号淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:琥珀,product:HOMERSP::琥珀室内喷雾,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:琥珀,product:concept::家居香氛::室内扩香摆件::琥珀室内扩香摆件补充瓶,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:琥珀木质香,product:EDPPREM06100::宝石之眼淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:生姜,product:CAPSULES3::生姜扩香器香氛补充包,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:生姜,product:EDTEAU100V1::永恒之水淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:生姜,product:EDTMOHE100V1::依兰香调淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:生姜,product:HOMEHGFOCARB2F::生姜扩香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:生姜,product:HOMERSP2::生姜室内喷雾,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:生姜,product:HOMERSP7::生姜扩香精补充瓶,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:白小苍兰,product:EDTOFRESIA100V1::小苍兰香调淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:白松香,product:EDTLIERRE::利埃尔淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:白茶,product:CANDLEPCA005::时光幽谷,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:白茶,product:CANDLEPCA005::时光幽谷香氛蜡烛补充装,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:白陶土,product:CANDLEPCA002::流金大地,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:百里香,product:EDTOYEDO::东京淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:皮革,product:EDPMEASTP75C::旅行之水淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:秘鲁香脂,product:EDPBOHEMEP75C::波西米亚安息香淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:秘鲁香脂,product:EDPNABATIP75C::天堂花园之水淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:粉红胡椒,product:BODYGEL3::肌肤之花洁肤露,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:粉红胡椒,product:DIPXM25LARGEEDPFL::典藏版肌肤之花淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:粉红胡椒,product:EDP34BEDP75::圣日尔曼大道34号淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:粉红胡椒,product:EDPDUELLEP75C::杜耶尔淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:粉红胡椒,product:EDPFLEURP75C::肌肤之花淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:粉红胡椒,product:EDPLUNAMAR100::潮汐月影淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:粉红胡椒,product:EDTDUELLE::杜耶尔淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
